methods pbe pbe-d3 camb3lyp-d3 b3lyp/gtbas1 hf/gtbas1 hf/gtbas2 hf/gtbas3 hf/gtlargexp hf/gfhfb1 hf/gfhfb2 mp2/gtbas1 mp2/gtbas2 mp2/gtbas3 mp2/gtlargexp mp4/gtbas1 mp4/gtbas2 mp4/gtbas3 ccsd(t)/gtbas1 g4(0k) zpe camb3lyp wb97xd
f3_C2H6O_001 -154.882822210 -154.886951415 -155.012243936 -155.039903401 -154.063619740 -154.068243392 -154.083408541 -154.124746879 -154.137460224 -154.140331972 -0.15450324972007E03 -0.15451426398291E03 -0.15463956696045E03 -0.15485206663750E03 -0.15454806265E03 -0.15455998249E03 -0.15469396790E03 -0.15454883315E03 -154.915506 0.078393 -155.009465291 -155.032654630
f3_C2H6S_000 -477.765723708 -477.771581908 -478.021097056 -478.029093724 -476.735564434 -476.736987395 -476.757501752 -476.800678494 -476.814525286 -476.817548741 -0.47712016404859E03 -0.47712548293983E03 -0.47725772582981E03 -0.47772616312842E03 -0.47717473799E03 -0.47718061366E03 -0.47732409813E03 -0.47717673527E03 -477.808612 0.073554 -478.016779647 -478.031924747
f3_C2H6S_001 -477.763963474 -477.769699698 -478.018220890 -478.027252917 -476.734797402 -476.736090591 -476.754673408 -476.797769345 -476.811495105 -476.814625051 -0.47712092818261E03 -0.47712568522955E03 -0.47725665552206E03 -0.47772460984324E03 -0.47717503080E03 -0.47718032194E03 -0.47732271197E03 -0.47717687934E03 -477.805754 0.074384 -478.013966955 -478.028932610
f3_C2H7N_000 -135.035080951 -135.040409023 -135.151735330 -135.186621478 -134.246738230 -134.251077823 -134.269165345 -134.302193065 -134.313124444 -134.315592817 -0.13467547009998E03 -0.13468561021778E03 -0.13480762997850E03 -0.13500672851321E03 -0.13472464374E03 -0.13473534099E03 -0.13486513437E03 -0.13472631882E03 -135.058712 0.091225 -135.148159439 -135.181955347
f3_C2H7N_001 -135.023159049 -135.028379763 -135.140249436 -135.176826911 -134.238008353 -134.241758547 -134.258563301 -134.291014171 -134.301733771 -134.304154572 -0.13466515811902E03 -0.13467467449807E03 -0.13479555542329E03 -0.13499412043572E03 -0.13471454503E03 -0.13472472395E03 -0.13485345713E03 -0.13471625839E03 -135.046717 0.090881 -135.136740858 -135.169794506
f3_C2H8N_000 -135.393559011 -135.399670529 -135.510546903 -135.554644607 -134.615565215 -134.616418121 -134.640781191 -134.670488356 -134.681829878 -134.684392958 -0.13504143104708E03 -0.13504459203482E03 -0.13517391517379E03 -0.13536505578647E03 -0.13509210153E03 -0.13509579012E03 -0.13523299942E03 -0.13509416568E03 -135.404839 0.105892 -135.506450079 -135.546455275
f3_C2H8S_000 -478.843919540 -478.851328232 -479.093073403 -479.103142720 -477.722856010 -477.724592221 -477.759274743 -477.808688398 -477.819704399 -477.825785370 -0.47813514769917E03 -0.47814100690530E03 -0.47830278867555E03 -0.47878282016759E03 -0.47819787647E03 -0.47820432347E03 -0.47837648931E03 -0.47820120027E03 -478.865319 0.090109 -479.087620704 -479.109534041
f3_C2H8S_001 -478.728560033 -478.736803421 -478.971777674 -478.977204879 -477.572027096 -477.576370514 -477.624748679 -477.683116661 -477.689298802 -477.699653192 -0.47798855833569E03 -0.47799715214482E03 -0.47817325061614E03 -0.47866219765545E03 -0.47805130880E03 -0.47806012833E03 -0.47824638090E03 -0.47805510081E03 -478.745975 0.088847 -478.965733118 -478.987508129
f3_C3H4_000 -116.529743432 -116.533095834 -116.626480189 -116.664958228 -115.863453681 -115.868645107 -115.879105661 -115.906271193 -115.915583096 -115.917335723 -0.11624111783647E03 -0.11624817251149E03 -0.11633681092809E03 -0.11651665536755E03 -0.11628322481E03 -0.11629039819E03 -0.11638424331E03 -0.11628329754E03 -116.576745 0.054601 -116.624084162 -116.650333007
f3_C3H4_001 -116.534592669 -116.538053479 -116.627735772 -116.668859047 -115.860661875 -115.866096681 -115.876436254 -115.903740441 -115.913036144 -115.914814290 -0.11623380683044E03 -0.11624212321538E03 -0.11632881690964E03 -0.11650926379587E03 -0.11628018384E03 -0.11628827200E03 -0.11638010667E03 -0.11628225503E03 -116.575109 0.054370 -116.625245072 -116.651546657
f3_C3H6_000 -117.772335399 -117.777146937 -117.875564147 -117.918625005 -117.070893297 -117.074953974 -117.087257096 -117.113912993 -117.123673696 -117.125662167 -0.11745541254988E03 -0.11746271875561E03 -0.11756516667304E03 -0.11774846542536E03 -0.11750547092E03 -0.11751285757E03 -0.11762188422E03 -0.11750771137E03 -117.803886 0.078374 -117.872222015 -117.905812211
f3_C3H6_001 -117.763960035 -117.768622388 -117.864074187 -117.906023489 -117.058402451 -117.060505714 -117.074323900 -117.098624488 -117.108016853 -117.110025771 -0.11744855158951E03 -0.11745510303193E03 -0.11755873605684E03 -0.11774092764927E03 -0.11749486422E03 -0.11750170442E03 -0.11761188930E03 -0.11749629677E03 -117.790184 0.080032 -117.860928987 -117.896805361
f3_C3H8_000 -118.996739325 -119.002768176 -119.107688838 -119.155651130 -118.263155522 -118.264238028 -118.280925565 -118.304589027 -118.314612264 -118.316775361 -0.11866026437252E03 -0.11866481119254E03 -0.11878657822651E03 -0.11897043036631E03 -0.11871412321E03 -0.11871920516E03 -0.11884883649E03 -0.11871616827E03 -119.015784 0.101669 -119.103580379 -119.144968551
f3_CH2Cl2_000 -959.319875010 -959.323453800 -959.755611611 -959.706275665 -957.984645329 -957.986358203 -958.000234273 -958.065694342 -958.088035212 -958.090869481 -0.95837574464371E03 -0.95838109324943E03 -0.95851667765194E03 -0.95929380308956E03 -0.95842202765E03 -0.95842795271E03 -0.95858190864E03 -0.95842243110E03 -959.426516 0.028834 -959.752782004 -959.730672023
f3_CH2N2_000 -148.666680377 -148.668875614 -148.774667108 -148.792888276 -147.905475759 -147.911373708 -147.924860530 -147.964656435 -147.976022093 -147.978209647 -0.14834733455934E03 -0.14835863512468E03 -0.14844692588737E03 -0.14865107323718E03 -0.14837937338E03 -0.14839092336E03 -0.14848499166E03 -0.14837674775E03 -148.723703 0.032722 -148.773146450 -148.785751511
f3_CH2O2_000 -189.637241367 -189.639069198 -189.772700944 -189.775289196 -188.760621083 -188.767482443 -188.783539651 -188.840161986 -188.856091203 -188.859426301 -0.18924124205759E03 -0.18925598074139E03 -0.18937340019099E03 -0.18960918245998E03 -0.18926950986E03 -0.18928516324E03 -0.18941031231E03 -0.18926629483E03 -189.693000 0.033394 -189.771489284 -189.775446633
f3_CH3NO_000 -169.690410649 -169.692887591 -169.810935925 -169.825039628 -168.839318264 -168.846413052 -168.860982017 -168.909312742 -168.923797312 -168.926724745 -0.16930975107534E03 -0.16932500673758E03 -0.16943206962821E03 -0.16965480783075E03 -0.16934725307E03 -0.16936311482E03 -0.16947728619E03 -0.16934743556E03 -169.737520 0.043941 -169.809262744 -169.820094890
f3_CH3NO_001 -169.667665201 -169.670194882 -169.787118855 -169.804369289 -168.825236120 -168.831201804 -168.843058765 -168.889262057 -168.903429733 -168.906289634 -0.16929442735918E03 -0.16930709668279E03 -0.16941310276396E03 -0.16963183149449E03 -0.16933440988E03 -0.16934783941E03 -0.16946105011E03 -0.16933278248E03 -169.717064 0.042095 -169.785445867 -169.797546740
f3_CH3NO_002 -169.745772581 -169.748386917 -169.869473791 -169.881263659 -168.900387254 -168.906820569 -168.925631436 -168.974866918 -168.988807707 -168.991794278 -0.16936671856143E03 -0.16938052963710E03 -0.16949371055346E03 -0.16971670607534E03 -0.16940106182E03 -0.16941548228E03 -0.16953568361E03 -0.16940020183E03 -169.793354 0.045252 -169.867738152 -169.879123591
f3_CH3NO_003 -169.771382130 -169.773951331 -169.895529468 -169.906065030 -168.929447671 -168.937428867 -168.951246572 -169.001562942 -169.015155442 -169.018035277 -0.16939404159304E03 -0.16940971616466E03 -0.16951793455992E03 -0.16974226980412E03 -0.16942733993E03 -0.16944362772E03 -0.16955935143E03 -0.16942484892E03 -169.816888 0.044618 -169.893819590 -169.905399466
f3_CH3NO_004 -169.682848778 -169.685412857 -169.793861254 -169.809585272 -168.807088446 -168.817416998 -168.828536277 -168.879789149 -168.893877302 -168.896841033 -0.16929246662624E03 -0.16931043161253E03 -0.16941545952958E03 -0.16964095073656E03 -0.16933001668E03 -0.16934861100E03 -0.16946080503E03 -0.16932685964E03 -169.719445 0.044620 -169.792154797 -169.804529669
f3_CH3NS_000 -492.596870597 -492.600776817 -492.845881278 -492.841188919 -491.542726276 -491.546869685 -491.566085190 -491.618237802 -491.632533097 -491.635653054 -0.49195264117323E03 -0.49196184008557E03 -0.49207605267261E03 -0.49255530179332E03 -0.49199894029E03 -0.49200843595E03 -0.49213265895E03 -0.49199934173E03 -492.653586 0.039719 -492.842961885 -492.844079591
f3_CH4N2_000 -149.881232756 -149.884659475 -149.993984682 -150.013715513 -149.071736487 -149.079030609 -149.095495069 -149.138075444 -149.149705763 -149.152243558 -0.14952220742399E03 -0.14953652112861E03 -0.14964104099203E03 -0.14985215199700E03 -0.14956114408E03 -0.14957571469E03 -0.14968703219E03 -0.14956106173E03 -149.919214 0.056413 -149.991686572 -150.010858804
f3_CH4N2_001 -149.837907350 -149.841232519 -149.947577233 -149.970395129 -149.022313378 -149.029253037 -149.043978807 -149.085271286 -149.097400343 -149.099873905 -0.14947648266321E03 -0.14949016403959E03 -0.14959278865091E03 -0.14980277364806E03 -0.14951718073E03 -0.14953105564E03 -0.14964039434E03 -0.14951774872E03 -149.873558 0.055311 -149.945334112 -149.963913973
f3_CH4N2_002 -149.829081066 -149.832348017 -149.940662981 -149.964819739 -149.027695091 -149.033860644 -149.045568441 -149.084958642 -149.096811676 -149.099191276 -0.14947977526181E03 -0.14949249863173E03 -0.14959146938053E03 -0.14979795083731E03 -0.14952343239E03 -0.14953649053E03 -0.14964210420E03 -0.14952404693E03 -149.871542 0.055328 -149.938465095 -149.957556735
f3_CH4O2_000 -190.718134702 -190.720734238 -190.857540574 -190.866902174 -189.793363305 -189.799585175 -189.816524801 -189.872117156 -189.890109847 -189.893719330 -0.19028924671146E03 -0.19030504643692E03 -0.19043529912547E03 -0.19067439301513E03 -0.19032661990E03 -0.19034371892E03 -0.19048299535E03 -0.19032713682E03 -190.762294 0.053563 -190.855815647 -190.863361346
f3_CH4O2_001 -190.815632826 -190.818413095 -190.961357418 -190.961877947 -189.899052433 -189.907955123 -189.927803267 -189.987265141 -190.003754465 -190.007430025 -0.19038745026487E03 -0.19040689907827E03 -0.19054077601271E03 -0.19078486944304E03 -0.19042027395E03 -0.19044085465E03 -0.19058358852E03 -0.19042030409E03 -190.862988 0.056387 -190.959552964 -190.968492283
f3_CH4OS_000 -513.658407816 -513.662355966 -513.929243978 -513.914758395 -512.529587681 -512.534796250 -512.557310157 -512.618703084 -512.636904394 -512.641373243 -0.51296533456888E03 -0.51297765884457E03 -0.51311471615642E03 -0.51361256351990E03 -0.51300959100E03 -0.51302283083E03 -0.51317215891E03 -0.51301037735E03 -513.713741 0.051196 -513.926333327 -513.924207235
f3_CH4OS_001 -513.642349825 -513.646562931 -513.907671981 -513.888488900 -512.486323285 -512.494013284 -512.524369094 -512.593746128 -512.608252674 -512.615367105 -0.51292931034080E03 -0.51294460229125E03 -0.51308878649776E03 -0.51359469889209E03 -0.51297423631E03 -0.51299019404E03 -0.51314595665E03 -0.51297291226E03 -513.694457 0.049579 -513.904599747 -513.903979791
f3_CH4S2_000 -836.543630697 -836.549022416 -836.940600458 -836.911184810 -835.210697289 -835.212314666 -835.239560305 -835.301605902 -835.319720096 -835.323843465 -0.83558210364825E03 -0.83558724796045E03 -0.83573568138184E03 -0.83648757878167E03 -0.83563738813E03 -0.83564309158E03 -0.83580615815E03 -0.83563962554E03 -836.606515 0.047049 -836.936197529 -836.925380245
f3_CH4S2_001 -836.532257197 -836.537937928 -836.931603538 -836.899897971 -835.204164535 -835.206006113 -835.230427370 -835.293158355 -835.310769465 -835.314689154 -0.83557681608455E03 -0.83558294459409E03 -0.83572630895488E03 -0.83647934525884E03 -0.83563222461E03 -0.83563889296E03 -0.83579686548E03 -0.83563411725E03 -836.598916 0.045374 -836.927036700 -836.916040729
f3_CH5NO_000 -170.884205228 -170.887587165 -171.015892099 -171.032419963 -170.005374911 -170.012073962 -170.027706200 -170.076645036 -170.090958935 -170.094093019 -0.17048062711566E03 -0.17049606321017E03 -0.17062012764742E03 -0.17084574553325E03 -0.17052265252E03 -0.17053915834E03 -0.17067161684E03 -0.17052343784E03 -170.919678 0.067093 -171.013626731 -171.029632072
f3_CH5NO_001 -170.892260324 -170.895802801 -171.023456736 -171.038066589 -170.009641393 -170.016602358 -170.034220751 -170.083343516 -170.097908121 -170.101063069 -0.17048658133414E03 -0.17050255293597E03 -0.17062790340005E03 -0.17085522751870E03 -0.17052772560E03 -0.17054470097E03 -0.17067836123E03 -0.17052864302E03 -170.928103 0.067462 -171.021120955 -171.038175158
f3_CH5NO_002 -170.864170956 -170.867990643 -170.991389931 -170.999457721 -169.970527613 -169.984115778 -169.993994064 -170.049171050 -170.063430808 -170.066565614 -0.17044795320136E03 -0.17047236160798E03 -0.17058749648184E03 -0.17082284794190E03 -0.17048924809E03 -0.17051470393E03 -0.17063827540E03 -0.17048982435E03 -170.895032 0.067847 -170.988909724 -171.006666003
f3_CH6N2_000 -151.036793484 -151.041280112 -151.157277828 -151.182211747 -150.193906551 -150.199740283 -150.217665696 -150.258228369 -150.270361552 -150.273052340 -0.15065594030384E03 -0.15066945282140E03 -0.15079056085329E03 -0.15100257565186E03 -0.15070211164E03 -0.15071628548E03 -0.15084503311E03 -0.15070367544E03 -151.064171 0.080052 -151.154307363 -151.180088603
f3_CH6N2_001 -151.077873866 -151.082440781 -151.200233527 -151.221445065 -150.235229221 -150.242834619 -150.261872692 -150.304285983 -150.316189318 -150.318945240 -0.15069536523648E03 -0.15071142871657E03 -0.15083320091727E03 -0.15104789465642E03 -0.15073950337E03 -0.15075615171E03 -0.15088560264E03 -0.15074085268E03 -151.106159 0.080872 -151.197216141 -151.223297700
f3_CH6NO_000 -171.217502762 -171.221661462 -171.348151308 -171.374867931 -170.345323184 -170.348761146 -170.373512984 -170.418725248 -170.433576253 -170.436870243 -0.17081722527700E03 -0.17082492327276E03 -0.17096022171890E03 -0.17117767954336E03 -0.17086085996E03 -0.17086951776E03 -0.17101329517E03 -0.17086201768E03 -171.239919 0.081369 -171.345396786 -171.368223812
f3_CH7N2_000 -151.387638885 -151.392921263 -151.508507338 -151.542991016 -150.554432853 -150.556911868 -150.582999673 -150.620120947 -150.632566218 -150.635394930 -0.15101177213785E03 -0.15101781585868E03 -0.15114854550228E03 -0.15135244277984E03 -0.15105935304E03 -0.15106606610E03 -0.15120451112E03 -0.15106120370E03 -151.401874 0.094488 -151.505015711 -151.537202511
f3_CH7OP_000 -458.586857538 -458.593205263 -458.855286875 -458.848619292 -457.434235239 -457.440506775 -457.472161021 -457.535610375 -457.549721583 -457.556352457 -0.45786338125046E03 -0.45787843473361E03 -0.45803614293972E03 -0.45853110024180E03 -0.45791337871E03 -0.45792958017E03 -0.45809977582E03 -0.45791533224E03 -458.619154 0.077456 -458.850623279 -458.857058850
f3_CH8NP_000 -438.689196434 -438.696945694 -438.939665108 -438.944063523 -437.563867890 -437.569040530 -437.601923182 -437.657022948 -437.668834454 -437.674626768 -0.43797854211807E03 -0.43799018572615E03 -0.43814535233258E03 -0.43862722307154E03 -0.43803569051E03 -0.43804793983E03 -0.43821455017E03 -0.43803885085E03 -438.707362 0.088257 -438.933974211 -438.952769829
f3_CH8OS_000 -515.884884410 -515.892161864 -516.155287900 -516.141342474 -514.605662062 -514.612083152 -514.663833943 -514.737638806 -514.747710970 -514.759144668 -0.51508193363749E03 -0.51509753053219E03 -0.51529535986915E03 -0.51581500709693E03 -0.51513665266E03 -0.51515354175E03 -0.51536411423E03 -0.51513865886E03 -515.904213 0.090503 -516.150069903 -516.160292221
f3_CHN_000 -93.3431760045 -93.3440191001 -93.4129179977 -93.4284886513 -92.8741317122 -92.8776447189 -92.8832277202 -92.9074973805 -92.9145873102 -92.9158354108 -0.93157596003017E02 -0.93163466680824E02 -0.93212316674667E02 -0.93342134947560E02 -0.93179362954E02 -0.93185222562E02 -0.93237716675E02 -0.93177554440E02 -93.392735 0.016357 -93.4123453000 -93.4202449773
f3_H2N2O_000 -185.734616553 -185.736547951 -185.854025258 -185.860129885 -184.823588155 -184.831751746 -184.846081858 -184.900406116 -184.916584381 -184.919722989 -0.18533272875745E03 -0.18534933470019E03 -0.18545686732459E03 -0.18568964428288E03 -0.18536620049E03 -0.18538359500E03 -0.18549835832E03 -0.18536254818E03 -185.779308 0.031568 -185.852762017 -185.858219268
f3_H2N2O_001 -185.728675507 -185.730532743 -185.850148645 -185.855112616 -184.819411501 -184.827870612 -184.844279991 -184.898948592 -184.915317901 -184.918513473 -0.18532704882424E03 -0.18534470053516E03 -0.18545322273665E03 -0.18568680175390E03 -0.18536131903E03 -0.18537963300E03 -0.18549509604E03 -0.18535998844E03 -185.777758 0.033116 -185.848910305 -185.853881718
f3_H2O2S_000 -549.545772092 -549.548494242 -549.827085987 -549.781505564 -548.277319620 -548.284958494 -548.337502934 -548.428795595 -548.441103574 -548.454557240 -0.54877603699844E03 -0.54879339781704E03 -0.54896475506951E03 -0.54950357953003E03 -0.54880573031E03 -0.54882440037E03 -0.54900747187E03 -0.54880161474E03 -549.614289 0.027711 -549.825132022 -549.810309962
f3_H2O2S_001 -549.559221973 -549.561790137 -549.841603351 -549.800207402 -548.304437270 -548.314026232 -548.352401341 -548.437912821 -548.456555015 -548.465457520 -0.54880005009468E03 -0.54882046931363E03 -0.54897601546745E03 -0.54950945434422E03 -0.54883304938E03 -0.54885471398E03 -0.54902206131E03 -0.54883059946E03 -549.626616 0.026864 -549.839747465 -549.822857122
f3_H4N2O_000 -186.885878843 -186.888575933 -187.018769862 -187.024733645 -185.943772979 -185.952339579 -185.970359599 -186.026810675 -186.042729898 -186.046190982 -0.18645466620884E03 -0.18647376048759E03 -0.18659920621023E03 -0.18683772708597E03 -0.18649413530E03 -0.18651442639E03 -0.18664788814E03 -0.18649491698E03 -186.922686 0.055395 -187.016973320 -187.026320102
f3_HNO_000 -130.390270753 -130.390923214 -130.476140072 -130.478927846 -129.783681725 -129.788644409 -129.797679576 -129.836087092 -129.847584620 -129.849787268 -0.13012296316466E03 -0.13013308364606E03 -0.13020614047911E03 -0.13036456598250E03 -0.13014646699E03 -0.13015706650E03 -0.13023494318E03 -0.13014537684E03 -130.435061 0.013616 -130.475723152 -130.477054941
f4_C2H10NP_000 -477.942080017 -477.952565028 -478.230040024 -478.248135022 -476.588988205 -476.594346476 -476.629335124 -476.691469177 -476.705936191 -476.712410434 -0.47713395965792E03 -0.47714802113447E03 -0.47733527824634E03 -0.47787603199679E03 -0.47720700807E03 -0.47722203511E03 -0.47742273251E03 -0.47721062052E03 -477.972519 0.115322 -478.222274942 -478.252851463
f4_C2H10OS_000 -555.157764845 -555.167737009 -555.463669989 -555.462959300 -553.645346690 -553.651989812 -553.708133825 -553.789185623 -553.802334904 -553.814407610 -0.55425311960290E03 -0.55427035090861E03 -0.55450328688098E03 -0.55508254961332E03 -0.55432362618E03 -0.55434249252E03 -0.55459008518E03 -0.55432580974E03 -555.186952 0.118583 -555.456375685 -555.479115983
f4_C2H2Cl2_000 -997.369151343 -997.374213742 -997.830386111 -997.791119491 -995.829913105 -995.832540257 -995.848383340 -995.921587078 -995.946606352 -995.950097443 -0.99634352265441E03 -0.99635135569348E03 -0.99650418982384E03 -0.99733844319992E03 -0.99640125230E03 -0.99640954038E03 -0.99658109537E03 -0.99640184652E03 -997.495822 0.033301 -997.826300583 -997.809859600
f4_C2H3ClO_000 -613.157221017 -613.161937470 -613.470250211 -613.461862982 -611.829623693 -611.834396858 -611.852175652 -611.919787102 -611.941703312 -611.945153302 -0.61239544016942E03 -0.61240717996732E03 -0.61255909282961E03 -0.61312212227502E03 -0.61244726691E03 -0.61245989505E03 -0.61262646442E03 -0.61244346412E03 -613.249639 0.046511 -613.466708717 -613.467433387
f4_C2H3NO_000 -207.793455401 -207.797234166 -207.948654590 -207.970420102 -206.764204690 -206.771658929 -206.789191640 -206.845535797 -206.861955572 -206.865265834 -0.20735094108476E03 -0.20736626709751E03 -0.20749481582239E03 -0.20777335232027E03 -0.20739429581E03 -0.20741039253E03 -0.20754707486E03 -0.20739142661E03 -207.870524 0.049943 -207.945972115 -207.962554593
f4_C2H3NO_001 -207.829241251 -207.832867066 -207.977320712 -208.006219525 -206.789534222 -206.794727281 -206.813561386 -206.866953076 -206.882973267 -206.886159015 -0.20737886265689E03 -0.20739036917430E03 -0.20752350585529E03 -0.20779850593984E03 -0.20742315761E03 -0.20743534984E03 -0.20757684676E03 -0.20741591585E03 -207.891747 0.049943 -207.974739856 -207.992801680
f4_C2H3O2_000 -228.357677706 -228.361330663 -228.526153232 -228.513982037 -227.223586796 -227.248088184 -227.242387034 -227.324242406 -227.342240284 -227.345987780 -0.22783865802863E03 -0.22788154894200E03 -0.22800007087165E03 -0.22832134374953E03 -0.22788064422E03 -0.22792509762E03 -0.22805374765E03 -0.22787607753E03 -228.430969 0.047069 -228.523622895 -228.533631723
f4_C2H4Cl2_000 -998.595283524 -998.602043984 -999.066495570 -999.029292989 -997.024791074 -997.026754756 -997.044927943 -997.117555867 -997.143026799 -997.146439213 -0.99754965869084E03 -0.99755741309911E03 -0.99772757396822E03 -0.99856458989101E03 -0.99761137818E03 -0.99761991879E03 -0.99781039339E03 -0.99761175799E03 -998.712224 0.056377 -999.061181793 -999.051796227
f4_C2H4Cl2_001 -998.595189661 -998.601670814 -999.067467675 -999.031139861 -997.030293223 -997.032246404 -997.049828855 -997.122369978 -997.147906452 -997.151268047 -0.99755044133427E03 -0.99755746474041E03 -0.99772762517070E03 -0.99856406506198E03 -0.99761223264E03 -0.99762002961E03 -0.99781055948E03 -0.99761318099E03 -998.711628 0.057122 -999.062443852 -999.052871699
f4_C2H4N2_000 -187.912856580 -187.917653324 -188.052803961 -188.088395636 -186.914589727 -186.921164814 -186.937124666 -186.984902256 -186.998991525 -187.001806463 -0.18748415705114E03 -0.18749802552238E03 -0.18761741424588E03 -0.18788130831576E03 -0.18753696401E03 -0.18755113965E03 -0.18767798845E03 -0.18753734825E03 -187.975265 0.061316 -188.049408979 -188.073528141
f4_C2H4N2_001 -187.910801948 -187.915946987 -188.050042482 -188.085019742 -186.907953331 -186.913999162 -186.932132747 -186.979954765 -186.994223412 -186.997095677 -0.18748028458375E03 -0.18749324585806E03 -0.18761558256479E03 -0.18787942383074E03 -0.18753384891E03 -0.18754704972E03 -0.18767679338E03 -0.18753380265E03 -187.973318 0.061767 -188.046425364 -188.071717670
f4_C2H4N2_002 -187.884202042 -187.888770206 -188.023000338 -188.059645974 -186.884102716 -186.891373042 -186.904188416 -186.951603562 -186.965954922 -186.968747590 -0.18745641699480E03 -0.18747165199169E03 -0.18758689324281E03 -0.18785067141825E03 -0.18751048977E03 -0.18752588938E03 -0.18764872161E03 -0.18751127778E03 -187.947383 0.060311 -188.019742302 -188.043205394
f4_C2H4N2_003 -187.933401981 -187.938153217 -188.077140124 -188.109166024 -186.942248703 -186.948848500 -186.965653017 -187.013305093 -187.027464120 -187.030289907 -0.18751505340600E03 -0.18752837556496E03 -0.18765065895168E03 -0.18791403071919E03 -0.18756376919E03 -0.18757760994E03 -0.18770745274E03 -0.18756151427E03 -188.000508 0.062670 -188.073770455 -188.098974540
